run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161848,patient_28,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:18.095604,1,200,2.395254600000044,1,1,0,0,0,0,0,0.0
20260522_161848,patient_28,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:20.789748,1,200,2.4360364000021946,1,1,0,0,0,0,0,0.0
20260522_161848,patient_29,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:23.288374,1,200,2.7008586000010837,1,1,0,0,0,0,0,0.0
20260522_161848,patient_29,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:26.148014,1,200,2.794937200000277,1,1,0,0,0,0,0,0.0
20260522_161848,patient_29,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:29.093706,1,200,2.903038299999025,1,1,0,0,0,0,0,0.0
20260522_161848,patient_29,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:32.202879,1,200,2.5938576000044122,1,1,0,0,0,0,0,0.0
20260522_161848,patient_30,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:34.851690,1,200,2.1928833999991184,1,1,0,0,0,0,0,0.0
20260522_161848,patient_30,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:37.147028,1,200,2.108852500001376,1,1,0,0,0,0,0,0.0
20260522_161848,patient_30,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:39.542307,1,200,2.9413386000014725,1,1,0,0,0,0,0,0.0
20260522_161848,patient_30,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:42.754195,1,200,3.2164326999991317,1,1,0,0,0,0,0,0.0
20260522_161848,patient_31,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:46.037536,1,200,3.3494072999965283,1,1,0,0,0,0,0,0.0
20260522_161848,patient_31,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:49.527884,1,200,4.4379457000031834,1,1,0,0,0,0,0,0.0
20260522_161848,patient_31,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:54.213062,1,200,5.013318999997864,1,1,0,0,0,0,0,0.0
20260522_161848,patient_31,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:59.677313,1,200,4.418029499996919,1,1,0,0,0,0,0,0.0
20260522_161848,patient_32,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:04.161898,1,200,2.6666016999952262,1,1,0,0,0,0,0,0.0
20260522_161848,patient_32,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:06.936678,1,200,3.8072567000053823,1,1,0,0,0,0,0,0.0
20260522_161848,patient_32,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:10.938506,1,200,3.802705699999933,1,1,0,0,0,0,0,0.0
20260522_161848,patient_32,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:15.063126,1,200,3.719574000002467,1,1,0,0,0,0,0,0.0
20260522_161848,patient_33,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:18.842567,1,200,2.5266619000030914,1,1,0,0,0,0,0,0.0
20260522_161848,patient_33,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:21.496555,1,200,2.7679684000031557,1,1,0,0,0,0,0,0.0
20260522_161848,patient_33,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:24.484710,1,200,3.2425893999970867,1,1,0,0,0,0,0,0.0
20260522_161848,patient_33,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:28.174196,1,200,2.951890899996215,1,1,0,0,0,0,0,0.0
20260522_161848,patient_34,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:31.184095,1,200,1.8757324000034714,1,1,0,0,0,0,0,0.0
20260522_161848,patient_34,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:33.145534,1,200,1.7174511999983224,1,1,0,0,0,0,0,0.0
20260522_161848,patient_34,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:35.065940,1,200,1.7940851999956067,1,1,0,0,0,0,0,0.0
20260522_161848,patient_34,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:37.095099,1,200,1.5747742999956245,1,1,0,0,0,0,0,0.0
20260522_161848,patient_35,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:38.721419,1,200,2.4686252000028617,1,1,0,0,0,0,0,0.0
20260522_161848,patient_35,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:41.299589,1,200,3.269979199998488,1,1,0,0,0,0,0,0.0
20260522_161848,patient_35,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:44.764202,1,200,4.722911100005149,1,1,0,0,0,0,0,0.0
20260522_161848,patient_35,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:49.861262,1,200,3.913377600001695,1,1,0,0,0,0,0,0.0
20260522_161848,patient_36,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:53.825032,1,200,1.8766771999944467,1,1,0,0,0,0,0,0.0
20260522_161848,patient_36,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:55.786133,1,200,3.108692299996619,1,1,0,0,0,0,0,0.0
20260522_161848,patient_36,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:26:59.037971,1,200,3.1195526999945287,1,1,0,0,0,0,0,0.0
20260522_161848,patient_36,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:27:02.384002,1,200,3.12357350000093,1,1,0,0,0,0,0,0.0
20260522_161848,patient_37,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:27:05.554676,1,200,2.0398506999990786,1,1,0,0,0,0,0,0.0
20260522_161848,patient_37,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:27:07.696054,1,200,2.729437499998312,1,1,0,0,0,0,0,0.0
20260522_161848,patient_37,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:27:10.602498,1,200,2.8893112000005203,1,1,0,0,0,0,0,0.0
